교차로코드,입력일자,교차로명칭,유형코드,연동교차로코드,구코드 (공통),지번,구경찰서 (공통);,신경찰서 (공통);,작업구분 (공통);,표출구분 (공통);,고객번호,계약종별,계량기번호,도로구분 (공통);,관할사업소 (공통);,교차로관리번호,공간데이터,신규정규화ID,이력ID,동코드 (공통),공사형태 (공통);,지도표출구분
4000, ,목동운동장,1,0,470,914-3제,350,350,1,2, , , ,1,104,82-0000002857,, ,2857,10200, ,N
4001, ,목동아이스링크,1,0,470,919-1도,350,350,1,2, , , ,1,104,82-0000001621,, ,1621,10200, ,N
4003, ,서라벌고교,2,0,350,314-2도,370,370,1,2, , , ,1,107,82-0000001132,, ,1132,10400, ,N
4005, ,가양5단지상가,1,0,500,1479-14도,300,300,1,2, , , ,2,104,82-0000002976,, ,2976,10400, ,N
4008, ,한천교,3,0,350,191-1도,370,370,1,2, , , ,1,107,82-0000003589,, ,3589,10200, ,N
4009, ,온수골사거리,3,0,350,670대,370,370,1,2, , , ,1,107,82-0000003631,,5511032,3631,10500, ,N
4010, ,월계3치안센터(연등),1,3744,350,3-3도,370,370,1,2, , , ,1,107,82-0000001363,, ,1363,10200, ,N
4011, ,월계역입구,2,0,350,354대,370,370,1,2, , , ,1,107,82-0000001364,,5415132,1364,10200, ,N
4210, ,우이3교서측,1,0,300,445-20 도,250,250,1,2, , , ,1,107,82-0000000251,,4475082,251,10200, ,N
4211, ,우이3교(연등),3,2969,320,445-8도,400,400,1,2, , , ,1,107,82-0000000424,,4476212,424,10700, ,N
4212, ,신창초교입구(연등),1,2970,320,703-18도,400,400,1,2, , , ,1,107,82-0000000346,, ,346,10700, ,N
4213, ,창림초교,2,0,320,703-20도,400,400,1,2, , , ,1,107,82-0000001215,, ,1215,10700, ,N
4215, ,창림초교입구(연등)1,1,4216,320,445-5도,400,400,1,2, , , ,2,107,82-0000001671,,4477712,1671,10700, ,N
4216, ,창림초교입구,1,0,320,445-4도,400,400,1,2, , , ,2,107,82-0000002018,, ,2018,10700, ,N
4217, ,창림초교입구(연등)2,1,4216,320,445-2도,400,400,1,2, , , ,2,107,82-0000002019,,4477762,2019,10700, ,N
4218, ,북서울꿈의숲후문,1,0,300,642-4도, ,250,1,2, , , ,1,107,82-0000001439,, ,1439,10200, ,N
4219, ,동문아파트102동앞,1,0,300,148-510도, ,250,1,2, , , ,1,107,82-0000001440,, ,1440,10200, ,N
4220, ,완성아파트,1,0,300,148-510도, ,250,1,2, , , ,1,107,82-0000002692,, ,2692,10200, ,N
4221, ,한진그랑빌아파트(연등),1,4078,300,148-232도, ,250,1,2, , , ,1,107,82-0000004714,, ,4714,10200, ,N
4222, ,번동초교(연등)2,1,4224,300,324-12도,250,250,1,2, , , ,1,107,82-0000004307,,4474602,4307,10200, ,N
4223, ,번동초교(연등)1,1,4224,300,504-33 학,250,250,1,2, , , ,1,107,82-0000002743,,4474832,2743,10200, ,N
4224, ,번동초교,1,0,300,516-13 제,250,250,1,2, , , ,1,107,82-0000002693,,4474722,2693,10200, ,N
4225, ,신화초교,3,0,320,516-4제,400,400,1,2, , , ,2,107,82-0000002606,, ,2606,10700, ,N
4226, ,배명중,2,0,710,156도,360,360,1,2, , , ,2,106,82-0000000425,, ,425,10600, ,N
4227, ,등촌태진아파트,1,0,500,533-2 대,300,300,1,2, , , ,2,104,82-0000001985,,1266042,1985,10200, ,N
4228, ,신화초교(연등),1,4225,320,507-3도,400,400,1,2, , , ,2,107,82-0000004989,,4475713,4989,10700, ,N
4229, ,우이2교,1,0,320, ,400,400,1,2, , , ,2,107,82-0000003639,, ,3639,10700, ,N
4230, ,우이교(연등),3,2966,320,703-12도,400,400,1,2, , , ,2,107,82-0000002983,,4467212,2983,10700, ,N
4231, ,쌍한교,1,0,320,388-52도,400,400,1,2, , , ,2,107,82-0000004414,, ,4414,10500, ,N
4232, ,영인운수,1,0,500,266도,300,300,1,2, , , ,1,104,82-0000001994,, ,1994,10700, ,N
4233, ,쌍한교(연등)1,1,4231,320,388-52도,400,400,1,2, , , ,2,107,82-0000000298,, ,298,10500, ,N
4235, ,쌍문초교,1,0,320,285-5대,400,400,1,2, , , ,2,107,82-0000000098,,4448752,98,10500, ,N
4236, ,숭미초교(연등)3,1,4148,320,315-351도,400,400,1,2, , , ,1,107,82-0000002607,, ,2607,10500, ,N
4237, ,대성약국(연등),1,3628,300,605-185천,250,250,1,2, , , ,2,107,82-0000000099,, ,99,10300, ,N
4238, ,삼우약국(연등)1,2,4202,300,507-1대,250,250,1,2, , , ,1,107,82-0000002608,,4429963,2608,10400, ,N
4239, ,SK씨티아파트,2,0,300,1349-1도, ,250,1,2, , , ,1,107,82-0000002609,, ,2609,10100, ,N
4240, ,라이브파크정문,3,0,300,1354 대,250,250,1,2, , , ,1,107,82-0000004664,,4422402,4664,10100, ,N
4241, ,삼양동자치회관,3,0,300,1354-8 공,250,250,1,2, , , ,1,107,82-0000002246,,4422712,2246,10100, ,N
4242, ,라이프파크후문,1,0,300,791-3853 공,250,250,1,2, , , ,1,107,82-0000003148,,4422842,3148,10100, ,N
4243, ,라이프파크후문(연등),1,4242,300,791-2377대,250,250,1,2, , , ,1,107,82-0000003045,,4422962,3045,10100, ,N
4244, ,미양중,1,0,300,791-2963 대,250,250,1,2, , , ,1,107,82-0000003046,,4422992,3046,10100, ,N
4245, ,월산식당,1,0,300,791-3847도, ,250,1,2, , , ,1,107,82-0000000466,, ,466,10100, ,N
4246, ,여흥빌라(연등),1,0,300,469-213 대,250,250,1,2, , , ,1,107,82-0000002001,,4434042,2001,10300, ,N
4247, ,여흥빌라,1,4246,300,468-92대,250,250,1,2, , , ,1,107,82-0000003047,,4424925,3047,10300, ,N
4248, ,강북경찰서(경보),1,0,300,386-16도, ,250,1,2, , , ,2,107,82-0000004534,, ,4534,10200, ,N
4249, ,한밝한의원(경보),1,0,300,386-16도,250,250,1,2, , , ,2,107,82-0000000440,, ,440,10200, ,N
4250, ,우성가든(경보),1,0,300,599구,250,250,1,2, , , ,2,107,82-0000004535,, ,4535,10200, ,N
4251, ,강북문화예술회관,1,0,300,553-62대,250,250,1,2, , , ,2,107,82-0000002002,,4436062,2002,10300, ,N
4252, ,번동중학교(경보),2,0,300,250도,250,250,1,2, , , ,2,107,82-0000003333,, ,3333,10200, ,N
4253, ,강북유니온빌딩(경보),2,0,300,255도,250,250,1,2, , , ,2,107,82-0000002028,, ,2028,10200, ,N
4254, ,번3동노인정(경보),2,0,300,255도,250,250,1,2, , , ,2,107,82-0000003048,, ,3048,10200, ,N
4255, ,강북중앙교회(경보),2,0,300,250도,250,250,1,2, , , ,2,107,82-0000002003,, ,2003,10200, ,N
4256, ,번3동우체국(경보),3,0,300,258도,250,250,1,2, , , ,2,107,82-0000004469,, ,4469,10200, ,N
4257, ,동화파출소(경보),3,0,300,195-1도,250,250,1,2, , , ,2,107,82-0000004470,, ,4470,10100, ,N
4258, ,똘이식당(경보),2,0,300,229-22도,250,250,1,2, , , ,2,107,82-0000002029,, ,2029,10100, ,N
4259, ,한영교회,3,0,300,258-289 도,250,250,1,2, , , ,2,107,82-0000000467,, ,467,10100, ,N
4260, ,임마뉴엘교회(연등),1,5977,300,258-84대,250,250,1,2, , , ,2,107,82-0000002749,,4463104,2749,10100, ,N
4261, ,강서구민회관(경보),1,0,500,산4-5 공,300,300,1,2, , , ,2,104,82-0000004305,, ,4305,10600, ,N
4262, ,대명익스프레스(경보),1,0,300,225-47대,250,250,1,2, , , ,2,107,82-0000002027,,4442582,2027,10100, ,N
4263, ,문무체육관(경보),1,0,300,233구,250,250,1,2, , , ,2,107,82-0000003334,, ,3334,10100, ,N
4264, ,성도탕(경보),1,0,300,233구,250,250,1,2, , , ,2,107,82-0000000468,, ,468,10100, ,N
4265, ,가나아트홀(연등),1,867,110,109-4도,120,120,1,2, , , ,1,107,82-0000001986,, ,1986,18300, ,N
4266, ,강북전기(경보),1,0,300,233구,250,250,1,2, , , ,2,107,82-0000002750,, ,2750,10100, ,N
4267, ,태창세탁소(경보),1,0,300,233구,250,250,1,2, , , ,2,107,82-0000003049,, ,3049,10100, ,N
4268, ,자생의원(경보),1,0,300,233구,250,250,1,2, , , ,2,107,82-0000000441,, ,441,10100, ,N
4269, ,성북시장,1,0,300,127-7대,250,250,1,2, , , ,2,107,82-0000003050,,4452442,3050,10100, ,N
4270, ,성북시장(연등),1,4269,300,127-17도,250,250,1,2, , , ,2,107,82-0000002751,,4452424,2751,10100, ,N
4271, ,송천빗물펌프장,2,0,300,132-16대,250,250,1,2, , , ,2,107,82-0000000442,,4451693,442,10100, ,N
4272, ,동양빌딩앞,1,0,300,860-66천,250,250,1,2, , , ,1,107,82-0000002752,, ,2752,10100, ,N
4274, ,강북중학교(경보),1,0,300,147구,250,250,1,2, , , ,2,107,82-0000000469,, ,469,10300, ,N
4276, ,한국사회봉사회(경보),2,0,300,산102-1도,250,250,1,2, , , ,1,107,82-0000002030,, ,2030,10400, ,N
4278, ,강북노인종합복지관,3,0,300,605-185천,250,250,1,2, , , ,2,107,82-0000000471,, ,471,10300, ,N
4279, ,강북문화예술회관(연등),1,4251,300,310-6대,250,250,1,2, , , ,2,107,82-0000003335,,4436162,3335,10300, ,N
4280, ,우이초교(경보),1,0,300,394-45도,250,250,1,2, , , ,2,107,82-0000002004,, ,2004,10300, ,N
4281, ,국립재활원(경보),1,0,300,521-8천,250,250,1,2, , , ,2,107,82-0000004450,, ,4450,10300, ,N
4282, ,국립419민주묘지(연등)2,1,463,300,산6-2임,250,250,1,2, , , ,2,107,82-0000002005,,4428214,2005,10300, ,N
4283, ,강북청소년수련관,1,0,300,산9-1임,250,250,1,2, , , ,2,107,82-0000001691,,4417882,1691,10300, ,N
4284, ,인수중(연등)1,1,0,300,524-4도,250,250,1,2, , , ,1,107,82-0000004451,,4427513,4451,10300, ,N
4285, ,통일연구원(경보),2,0,300,산73-9도,250,250,1,2, , , ,2,107,82-0000001692,, ,1692,10300, ,N
4286, ,신화초교(경보),2,0,350,511-7도,250,370,1,2, , , ,2,107,82-0000003336,, ,3336,10200, ,N
4287, ,신창초교(경보),1,0,320,457-6도,250,400,1,2, , , ,2,107,82-0000004717,, ,4717,10700, ,N
4288, ,도봉부동산(경보),3,0,320,457-6도,250,400,1,2, , , ,2,107,82-0000000472,, ,472,10700, ,N
4289, ,대신유리(경보),3,0,320,산206-6임,250,400,1,2, , , ,2,107,82-0000002753,, ,2753,10700, ,N
4290, ,녹십자약국(경보),1,0,320,501-21도,250,400,1,2, , , ,2,107,82-0000002754,, ,2754,10700, ,N
331, ,북가좌사거리,3,0,410,359-16도,140,140,1,2, , , ,1,108,82-0000002121,, ,2121,11900, ,N
332, ,장안동삼거리,2,0,230,49-155대,200,200,1,2, , , ,1,109,82-0000000355,,5333402,355,10600, ,N
333, ,이화사거리,3,0,110, ,150,150,1,2, , , ,1,107,82-0000004003,,4312042,4003,16600, ,N
334, ,방화사거리,3,0,500,568-4도,300,300,1,2, , , ,1,104,82-0000001138,, ,1138,10900, ,N
335, ,무교동사거리,3,0,140, ,130,130,1,2, , , ,1,108,82-0000003723,,3360984,3723,10100, ,N
336, ,연희삼거리,3,0,410,85-11대,140,140,1,2, , , ,1,108,82-0000003849,,2380673,3849,11700, ,N
337, ,사천교,3,0,410,124-248대,140,140,1,2, , , ,1,108,82-0000002865,,2360153,2865,11700, ,N
338, ,용마사거리,3,0,210,272-17도, ,230,1,2, , , ,1,109,82-0000004834,, ,4834,10100, ,N
339, ,왕십리역,4,0,200,192-40도,180,180,1,2, , , ,1,109,82-0000001252,,4269902,1252,10700, ,N
340, ,이대역,3,0,440,3-63도,210,210,1,2, , , ,1,108,82-0000003761,, ,3761,10800, ,N
341, ,용산고교,3,0,170,1-1591도,160,160,1,2, , , ,1,108,82-0000004262,, ,4262,10200, ,N
342, ,북한남삼거리,2,0,170,726-333대,160,160,1,2, , , ,1,108,82-0000000968,,4214083,968,13100, ,N
343, ,남영역,3,0,170,85-3대,160,160,1,2, , , ,1,108,82-0000001845,,3254472,1845,11200, ,N
344, ,영동대교북단,3,0,210,231-24도,180,230,1,2, , , ,1,109,82-0000001549,, ,1549,10600, ,N
345, ,원효로2가,3,0,170,5-19대,160,160,1,2, , , ,1,108,82-0000000053,,3233832,53,11300, ,N
346, ,영등포구청,3,0,560,34-1도,170,170,1,2, , , ,1,104,82-0000002866,, ,2866,11400, ,N
347, ,원효대교남단,3,0,560,8-4도,170,170,1,2, , , ,1,104,82-0000002893,, ,2893,11000, ,N
348, ,영등포시장,3,0,560,53-2도,170,170,1,2, , , ,1,104,82-0000000369,, ,369,10400, ,N
349, ,영등포역,3,0,560,440-10도,170,170,1,2, , , ,1,104,82-0000000370,, ,370,10500, ,N
350, ,우신초교앞,3,0,560,0-11 가,170,170,1,2, , , ,1,105,82-0000001550,, ,1550,13200, ,N
351, ,오륜사거리,3,0,710,452-17도,360,360,1,2, , , ,1,106,82-0000001403,,6157302,1403,11100, ,N
352, ,반포동,3,0,650,128-4도,380,380,1,2, , , ,1,105,82-0000002867,, ,2867,10700, ,N
353, ,이화아파트,2,0,530,1285 대,330,330,1,2, , , ,2,104,82-0000002093,,2113742,2093,10200, ,N
354, ,뱅뱅사거리,3,0,680,958-2 도,410,410,1,2, , , ,1,106,82-0000002223,, ,2223,11800, ,N
355, ,내방역,3,0,650,874-16도,380,380,1,2, , , ,1,105,82-0000000371,, ,371,10100, ,N
356, ,은천로입구,2,0,620,976-9천,290,290,1,2, , , ,1,105,82-0000000543,, ,543,10100, ,N
357, ,은천삼거리,2,0,620,793도,290,290,1,2, , , ,1,105,82-0000002868,, ,2868,10100, ,N
358, ,번동사거리,3,0,300,386-17도, ,250,1,2, , , ,1,107,82-0000001852,, ,1852,10200, ,N
359, ,공릉검문소,2,0,350,98-3도,370,370,1,2, , , ,1,107,82-0000000372,,5462262,372,10300, ,N
360, ,먹골역,2,0,260,164-4 대,270,270,1,2, , , ,1,109,82-0000004936,,5440348,4936,10400, ,N
7477, ,봉래초교,2,0,140,200대,130,130,1,2, , , , ,108,82-0000007147,,3247181,7147,17400, , 
362, ,용두동사거리,3,0,230,237-10도,150,200,1,2, , , ,1,109,82-0000001777,, ,1777,10200, ,Y
363, ,원남동사거리,3,0,110, ,150,150,1,2, , , ,1,107,82-0000000373,,4302132,373,15900, ,N
364, ,북가좌삼거리,2,0,410,398대,140,140,1,2, , , ,1,108,82-0000000656,, ,656,11900, ,Y
366, ,장안동사거리,3,0,230,469-15도,150,200,1,2, , , ,1,109,82-0000002894,, ,2894,10600, ,N
367, ,을지로4가,3,0,140, ,110,110,1,2, , , ,1,108,82-0000001404,,4300332,1404,15000, ,N
368, ,동대문역사문화공원,3,0,140,18-196도,110,110,1,2, , , ,1,108,82-0000001108,,4320012,1108,14800, ,N
369, ,을지로1가,3,0,140,70-1도,130,130,1,2, , , ,1,108,82-0000003009,,3370512,3009,11500, ,N
370, ,연희IC,3,0,410,209-2도,140,140,1,2, , , ,1,108,82-0000001253,, ,1253,11700, ,N
371, ,오장동사거리,3,0,140,148-21도,110,110,1,2, , , ,1,108,82-0000001551,, ,1551,15400, ,N
372, ,명보사거리,3,0,140,217대,110,110,1,2, , , ,1,108,82-0000001109,,3299372,1109,15900, ,N
373, ,장한평역,3,0,230,472-2도,150,200,1,2, , , ,1,109,82-0000000857,, ,857,10600, ,N
374, ,염천교,3,0,140,199-3도,130,130,1,2, , , ,1,108,82-0000001189,, ,1189,16800, ,N
375, ,망원우체국,3,0,440,252-7도,210,210,1,2, , , ,1,108,82-0000005108,, ,5108,12500, ,N
377, ,숙대입구역,3,0,170,16-7도,160,160,1,2, , , ,1,108,82-0000001405,, ,1405,10400, ,N
378, ,금옥초교,3,0,200,1202-1 도,180,180,1,2, , , ,1,109,82-0000001552,,4235654,1552,11300, ,N
379, ,올림픽대교북단,3,0,210,572-1도, ,230,1,2, , , ,1,109,82-0000001778,, ,1778,10400, ,N
380, ,용산역앞,3,0,170,218-1도,160,160,1,2, , , ,1,108,82-0000001305,, ,1305,12500, ,N
381, ,올림픽대교남단,3,0,710,460도,360,360,1,2, , , ,1,106,82-0000001553,, ,1553,10300, ,N
382, ,MBC앞,3,0,560,3도,170,170,1,2, , , ,2,104,82-0000001254,, ,1254,11000, ,N
383, ,영등포유통상가,3,0,560,337-1도,170,170,1,2, , , ,1,104,82-0000004888,,2220122,4888,11200, ,N
384, ,올림픽공원,3,0,710,17-20도,360,360,1,2, , , ,1,106,82-0000000331,, ,331,11200, ,N
385, ,도림교,3,0,560,94-1도,170,170,1,2, , , ,1,104,82-0000003779,, ,3779,11900, ,N
386, ,오금교북단,3,0,470,330-8제,350,350,1,2, , , ,1,104,82-0000004925,, ,4925,10100, ,N
387, ,성원아파트앞,2,0,560,699도,170,170,1,2, , , ,1,105,82-0000001406,, ,1406,13300, ,N
388, ,오금동사거리,3,0,710,128-6도,360,360,1,2, , , ,1,106,82-0000004829,, ,4829,11200, ,N
389, ,이수교차로,3,0,590,86-13천, ,220,1,2, , , ,1,105,82-0000004089,, ,4089,10600, ,N
390, ,방배역,3,0,650,912-14도,380,380,1,2, , , ,1,105,82-0000003857,, ,3857,10100, ,N
391, ,서울대입구역사거리,3,0,620,979-1도,290,290,1,2, , , ,1,105,82-0000002869,, ,2869,10100, ,N
392, ,사당역,3,0,650,588-45 대,380,380,1,2, , , ,1,105,82-0000003582,, ,3582,10100, ,N
393, ,우이초교앞,3,0,300,648대,250,250,1,2, , , ,1,107,82-0000003322,,4436674,3322,10300, ,N
394, ,강북구보건소,3,0,300,612-3천, ,250,1,2, , , ,1,107,82-0000004832,, ,4832,10200, ,N
395, ,종암사거리,3,0,290,104-134 천,320,320,1,2, , , ,1,107,82-0000000657,, ,657,13600, ,N
396, ,세종대왕기념관,2,0,230,산1-199임,200,200,1,2, , , ,1,109,82-0000005111,,4385172,5111,10700, ,N
397, ,방화사거리(연등),2,334,500,811-25도,300,300,1,2, , , ,1,104,82-0000003093,,371172,3093,10900, ,N
398, ,을지로2가,3,0,140, ,130,130,1,2, , , ,1,108,82-0000003886,,3380412,3886,10500, ,N
399, ,용산보건소,3,0,170,25-7도,160,160,1,2, , , ,1,108,82-0000005199,, ,5199,11200, ,N
400, ,목동사거리,3,0,500,939-2도,300,300,1,2, , , ,1,104,82-0000001779,, ,1779,10300, ,N
420, ,기자촌입구사거리,1,28,380,51-1도,390,390,1,2, , , ,1,108,82-0000000637,, ,637,11200, ,N
422, ,연신종로약국,1,0,380,400-4학,390,390,1,2, , , ,1,108,82-0000002134,,2472325,2134,10300, ,N
423, ,독바위역,3,0,380,13-6도,390,390,1,2, , , ,2,108,82-0000002463,, ,2463,10300, ,N
424, ,우남아파트,1,0,380,320도,390,390,1,2, , , ,1,108,82-0000002895,, ,2895,10500, ,N
425, ,선진종점,1,0,380,522-30대,390,390,1,2, , , ,1,108,82-0000005505,,2440784,5505,10500, ,N
426, ,선정중고입구,1,0,380,317-3도,390,390,1,2, , , ,1,108,82-0000004195,, ,4195,10500, ,N
427, ,북한산래미안(연등),1,243,380,산42-1임,240,240,1,2, , , ,1,108,82-0000001002,,3400312,1002,10200, ,N
428, ,시립병원,3,0,380,55-35대,390,390,1,2, , , ,2,108,82-0000002464,, ,2464,10800, ,N
429, ,서부중앙교회,2,0,380,110-11대,240,240,1,2, , , ,2,108,82-0000001307,, ,1307,10700, ,N
430, ,노해근린공원,3,0,350,421-1천,370,370,1,2, , , ,1,107,82-0000000997,,5428962,997,10600, ,N
431, ,노원구민회관,3,0,350,503-3도,370,370,1,2, , , ,1,107,82-0000002870,, ,2870,10400, ,N
432, ,은평구청입구,3,0,380,84-14도,240,240,1,2, , , ,1,108,82-0000004357,, ,4357,10700, ,N
433, ,창덕궁,2,0,110, ,120,120,1,2, , , ,1,107,82-0000002871,,3382873,2871,13000, ,N
434, ,장평교,3,0,260,718-1답,270,270,1,2, , , ,1,109,82-0000001554,, ,1554,10100, ,N
435, ,가좌삼거리,2,0,410,266-9도,140,140,1,2, , , ,1,108,82-0000001555,, ,1555,12000, ,N
436, ,청계5가,1,0,140, ,110,110,1,2, , , ,1,108,82-0000004090,,4310093,4090,16300, ,N
437, ,청계4가,3,0,110, ,150,150,1,2, , , ,1,107,82-0000001255,,4300289,1255,15800, ,N
438, ,청계3가,3,0,110, ,150,150,1,2, , , ,1,107,82-0000004358,,3390273,4358,15400, ,N
