교차로코드,입력일자,교차로명칭,유형코드,연동교차로코드,구코드 (공통),지번,구경찰서 (공통);,신경찰서 (공통);,작업구분 (공통);,표출구분 (공통);,고객번호,계약종별,계량기번호,도로구분 (공통);,관할사업소 (공통);,교차로관리번호,공간데이터,신규정규화ID,이력ID,동코드 (공통),공사형태 (공통);,지도표출구분
7603, ,창주공1단지(연등),2,0,320,823 대,400,400,1,2, , , , ,107,82-0000007273,,4479863,7273,10700, , 
7609, ,청계광장(연등)2,2,0,140, ,130,130,1,2, , , , ,108,82-0000007279,,3360683,7279,10300, , 
7617, ,청량리역(연등)3,1,0,230,235-10대,200,200,1,2, , , , ,109,82-0000007287,,4383643,7287,10700, , 
7623, ,두물다리(연등),1,0,200,47-12천,180,180,1,2, , , , ,109,82-0000007293,,4361613,7293,10500, , 
7625, ,아현동웨딩타운(연등),1,0,410,164-37대,140,140,1,2, , , , ,108,82-0000007295,,3228223,7295,11000, , 
6834, ,청구동(연등),1,2496,140,338-37도,110,110,1,2, , , , ,108,82-0000006504,,4228605,6504,16200, , 
6836, ,목동제자교회(경보),1,0,470,961-1 대,350,350,1,2, , , , ,104,82-0000006506,,1270621,6506,10100, , 
6839, ,윤중중교앞(연등)2,2,1929,560,3-5도,170,170,1,2, , , , ,104,82-0000006509,,2179631,6509,11000, , 
6864, ,아현동웨딩타운,1,0,410,164-29대,140,140,1,2, , , , ,108,82-0000006534,,3228117,6534,10100, , 
6879, ,B-10,1,0,500,401답,300,300,1,2, , , , ,104,82-0000006549,,289922,6549,10800, , 
6881, ,D-3,1,0,500,598답,300,300,1,2, , , , ,104,82-0000006551,,1209123,6551,10400, , 
6883, ,K-1,1,0,500,60-4답,300,300,1,2, , , , ,104,82-0000006553,,1301323,6553,10500, , 
6888, ,가산동하이힐,1,0,540,127-14대,260,260,1,2, , , , ,105,82-0000006558,,2100941,6558,10100, , 
6889, ,대방성결교회앞,1,0,560,550 학,170,170,1,2, , , , ,105,82-0000006559,,2165223,6559,13200, , 
6910, ,양지빌딩앞,1,0,680,219-13 대,280,280,1,2, , , , ,106,82-0000006580,,4167451,6580,10800, , 
6914, ,서초보금자리삼거리,2,0,650,485답,340,340,1,2, , , , ,105,82-0000006584,,4036301,6584,10300, , 
6925, ,내곡보금자리입구,2,0,650,산72-2임,340,340,1,2, , , , ,106,82-0000006595,,5016201,6595,10900, , 
6929, ,자곡래미안,3,0,680,468전,410,410,1,2, , , , ,106,82-0000006599,,5079631,6599,11200, , 
6952, ,서울역광장(연등),1,0,140,84-11대,130,130,1,2, , , , ,108,82-0000006622,,3257852,6622,12000, , 
6972, ,두산아파트앞,2,0,300,791-2195대,250,250,1,2, , , , ,107,82-0000006642,,4431794,6642,10100, , 
6976, ,롯데캐슬리치후문,1,0,230,148-43대,200,200,1,2, , , , ,109,82-0000006646,,4353921,6646,10200, , 
7048, ,안생약국(연등),1,5933,440,93-34대,210,210,1,2, , , , ,108,82-0000006718,,2275076,6718,11500, , 
7051, ,서초1동주민센터(연등),1,2057,650,1641-13대,340,340,1,2, , , , ,105,82-0000006721,,4143125,6721,10800, , 
3168, ,신내LG아파트,1,0,260,493도,270,270,1,2, , , ,1,109,82-0000004138,,5368563,4138,10200, ,N
3169, ,신현중교(연등),1,3170,260,493도,270,270,1,2, , , ,1,109,82-0000002654,,5368772,2654,10200, ,N
3170, ,중랑구청,3,0,260,493도,270,270,1,2, , , ,1,109,82-0000003697,, ,3697,10600, ,N
3171, ,중랑구청사거리(연등)1,1,3173,260,664도,270,270,1,2, , , ,1,109,82-0000001060,, ,1060,10600, ,N
3172, ,중랑구청사거리(연등)2,1,3173,260,664도,270,270,1,2, , , ,1,109,82-0000005755,, ,5755,10600, ,N
3173, ,중랑구청사거리,3,0,260,667-1도,270,270,1,2, , , ,1,109,82-0000002655,, ,2655,10600, ,N
3174, ,신내동성아파트(연등)1,1,3176,260,산67-13임,270,270,1,2, , , ,1,109,82-0000004139,,5379736,4139,10600, ,N
7469, ,공덕오거리(연등)2,2,0,440,370-4 대,210,210,1,2, , , , ,108,82-0000007139,,3215731,7139,10200, , 
3176, ,신내동성아파트(연등)2,2,0,260,317 대,270,270,1,2, , , ,1,109,82-0000004922,,5389057,4922,10600, ,N
3177, ,능산삼거리(연등)2,3,3179,260,393-4도,270,270,1,2, , , ,1,109,82-0000002656,,5389352,2656,10600, ,N
3179, ,능산삼거리,2,0,260,377-4도,270,270,1,2, , , ,1,109,82-0000002336,,5389452,2336,10600, ,N
3180, ,중랑초등학교,2,0,260,494대,270,270,1,2, , , ,2,109,82-0000005708,,5335632,5708,10100, ,N
3181, ,면목2치안센터,3,0,260,129-9대,270,270,1,2, , , ,1,109,82-0000001873,,5345043,1873,10100, ,N
3182, ,면목2치안센터(연등)2,1,3181,260,129-25도,270,270,1,2, , , ,1,109,82-0000004968,,5345363,4968,10100, ,N
3183, ,상봉2치안센터(연등),1,3184,260,160-32도,270,270,1,2, , , ,1,109,82-0000001360,, ,1360,10200, ,N
3184, ,상봉2치안센터,1,0,260,160-18도,270,270,1,2, , , ,1,109,82-0000005710,, ,5710,10200, ,N
3185, ,송파2치안센터,2,0,710,168-1도,360,360,1,2, , , ,2,106,82-0000004431,, ,4431,10400, ,N
3186, ,혜원탕,2,0,260,282-3도,270,270,1,2, , , ,1,109,82-0000000793,, ,793,10100, ,N
3187, ,체육대,1,0,710,89-28도,360,360,1,2, , , ,1,106,82-0000003402,, ,3402,11100, ,N
3188, ,올림픽공원동2문,3,0,710,89-28도,360,360,1,2, , , ,1,106,82-0000002517,, ,2517,11100, ,N
3189, ,혜원사거리,3,0,260,534-21도,270,270,1,2, , , ,1,109,82-0000000794,, ,794,10500, ,N
3190, ,예수제자교회,1,0,260,534-22도,270,270,1,2, , , ,1,109,82-0000002657,, ,2657,10500, ,N
3191, ,예수제자교회(연등),1,3190,260,534-23도,270,270,1,2, , , ,1,109,82-0000002658,, ,2658,10500, ,N
3192, ,면목한신아파트,3,0,260,178-49대,270,270,1,2, , , ,1,109,82-0000004855,,5344152,4855,10100, ,N
3193, ,면목한신아파트(연등)2,1,3192,260,179-121도,270,270,1,2, , , ,1,109,82-0000003698,,5344462,3698,10100, ,N
3194, ,면목2공영주차장입구,1,0,260,137-22대,270,270,1,2, , , ,1,109,82-0000002700,,5354183,2700,10100, ,N
3195, ,면목사거리,3,0,260,1506-1천,270,270,1,2, , , ,1,109,82-0000002429,, ,2429,10100, ,N
3196, ,월드컵동문,1,0,440,446대,210,210,1,2, , , ,2,108,82-0000000145,,2330092,145,12500, ,N
3197, ,면목역(연등)2,1,3198,260,282-5도,270,270,1,2, , , ,1,109,82-0000004394,,5355802,4394,10100, ,N
3198, ,면목역,3,0,260,221 학,270,270,1,2, , , ,1,109,82-0000005711,,5365112,5711,10100, ,N
3199, ,동원시장(연등)2,1,3200,260,1251-4대,270,270,1,2, , , ,1,109,82-0000004395,,5365524,4395,10100, ,N
3200, ,동원시장,1,0,260,88-52대,270,270,1,2, , , ,1,109,82-0000005712,,5365832,5712,10100, ,N
3201, ,동원사거리,3,0,260,49-12도,270,270,1,2, , , ,1,109,82-0000004140,,5375142,4140,10100, ,N
3202, ,동원사거리(연등)1,1,3201,260,534-15도,270,270,1,2, , , ,1,109,82-0000001956,,5375452,1956,10100, ,N
3203, ,종로세명약국,1,496,260,157-66대,270,270,1,2, , , ,1,109,82-0000002701,,5353052,2701,10100, ,N
3204, ,유수지주차장,3,0,260,1508대,270,270,1,2, , , ,1,109,82-0000002702,,5353352,2702,10100, ,N
3205, ,사가정역,3,0,260,630 도,270,270,1,2, , , ,1,109,82-0000001061,, ,1061,10100, ,N
7472, ,마포대교북단램프1,1,0,440,70-3대,210,210,1,2, , , , ,108,82-0000007142,,3203691,7142,10700, , 
3207, ,용마한신아파트,3,0,260,524-33도,270,270,1,2, , , ,1,109,82-0000001127,, ,1127,10100, ,N
3208, ,소망약국,3,466,260,160-22도,270,270,1,2, , , ,1,109,82-0000003939,, ,3939,10200, ,N
3209, ,면목초교,2,558,260,282-5도,270,270,1,2, , , ,1,109,82-0000001209,, ,1209,10100, ,N
3210, ,면목역(연등)1,1,3198,260,230-17대,270,270,1,2, , , ,1,109,82-0000001062,,5365022,1062,10100, ,N
3211, ,면동초교,3,0,260,1167 대,270,270,1,2, , , ,1,109,82-0000004932,,5364232,4932,10100, ,N
3212, ,면남초교,3,0,260,636-14 대,270,270,1,2, , , ,1,109,82-0000005713,,5352882,5713,10100, ,N
3213, ,면목4동주민센터,3,0,260,692구,270,270,1,2, , , ,1,109,82-0000002430,,5352712,2430,10100, ,N
3214, ,50번종점,3,0,260,690도,270,270,1,2, , , ,1,109,82-0000002704,,5351572,2704,10100, ,N
3215, ,대승빌딩(연등),1,3216,260,381-18대,270,270,1,2, , , ,1,109,82-0000005264,,5351043,5264,10100, ,N
3216, ,대승빌딩,3,0,260,693도,270,270,1,2, , , ,1,109,82-0000002337,,5351332,2337,10100, ,N
3217, ,파인힐모텔,2,0,210,606-1도, ,230,1,2, , , ,1,109,82-0000002659,, ,2659,10100, ,N
3218, ,코오롱하늘채아파트,2,0,260,371-134대,270,270,1,2, , , ,1,109,82-0000004636,,5351843,4636,10100, ,N
3219, ,용마산역,2,0,260,1316-5도,270,270,1,2, , , ,1,109,82-0000000795,, ,795,10100, ,N
3220, ,용마폭포공원,2,0,260,582-10대,270,270,1,2, , , ,1,109,82-0000002431,,5362222,2431,10100, ,N
7473, ,마포대교북단램프2(연등),1,0,440,38-3 도,210,210,1,2, , , , ,108,82-0000007143,,3203581,7143,10700, , 
3222, ,면목성원아파트,1,0,260,1109-9 대,270,270,1,2, , , ,1,109,82-0000001885,,5362564,1885,10100, ,N
3223, ,용마한신아파트(연등),1,3207,260,532-61도,270,270,1,2, , , ,1,109,82-0000002660,, ,2660,10100, ,N
3224, ,용마금호타운,1,3207,260,439도,270,270,1,2, , , ,1,109,82-0000002339,,5373163,2339,10100, ,N
3225, ,용마금호타운(연등),1,3224,260,49-8도,270,270,1,2, , , ,1,109,82-0000004738,, ,4738,10100, ,N
3226, ,중화중교,2,0,260,49-5도,270,270,1,2, , , ,1,109,82-0000004294,, ,4294,10100, ,N
3227, ,서일대학,1,0,260,49-4도,270,270,1,2, , , ,1,109,82-0000001186,, ,1186,10100, ,N
3228, ,서일대학(연등),1,3227,260,49-48도,270,270,1,2, , , ,1,109,82-0000001957,,5375732,1957,10100, ,N
3229, ,금란유치원,1,0,260,465-13대,270,270,1,2, , , ,1,109,82-0000003993,,5386122,3993,10500, ,N
3230, ,망우소방서,1,0,260,534-9도,270,270,1,2, , , ,1,109,82-0000001177,, ,1177,10500, ,N
3231, ,망우사거리(연등)1,1,273,260,787 대,270,270,1,2, , , ,1,109,82-0000003348,,5387382,3348,10500, ,N
3232, ,능산지하차도,1,0,260,376-18 임,270,270,1,2, , , ,1,109,82-0000003371,,5388492,3371,10600, ,N
3233, ,신내차량기지,2,0,260,342-3도,270,270,1,2, , , ,1,109,82-0000001210,,5480552,1210,10500, ,N
3234, ,신내차량기지(연등),1,3233,260,278-49 도,270,270,1,2, , , ,1,109,82-0000004935,,5480572,4935,10600, ,N
3236, ,신내지하차도,3,0,260,511-2도,270,270,1,2, , , ,1,109,82-0000004918,, ,4918,10600, ,N
3237, ,중화초교,1,0,260,561도,270,270,1,2, , , ,1,109,82-0000002340,, ,2340,10600, ,N
3238, ,중화초교(연등)1,1,3237,260,561도,270,270,1,2, , , ,1,109,82-0000001958,,5378492,1958,10600, ,N
3240, ,동성아파트앞(연등)1,1,3241,260,667-1도,270,270,1,2, , , ,1,109,82-0000000457,, ,457,10600, ,N
3241, ,동성아파트앞,2,0,260,316 대,270,270,1,2, , , ,1,109,82-0000000796,,5470603,796,10600, ,N
3242, ,봉화지구대(연등)2,2,3243,260,667-1도,270,270,1,2, , , ,1,109,82-0000004396,, ,4396,10600, ,N
3243, ,봉화지구대,2,0,260,694-18도,270,270,1,2, , , ,1,109,82-0000004437,, ,4437,10600, ,N
3244, ,중랑소방서,1,970,260,718-1 잡,270,270,1,2, , , ,1,109,82-0000002661,,5471412,2661,10600, ,N
3245, ,봉화산역,2,0,260,51-1잡,270,270,1,2, , , ,1,109,82-0000004930,,5461662,4930,10600, ,N
3246, ,두산대림아파트,2,0,260,742대,270,270,1,2, , , ,1,109,82-0000003996,,5461192,3996,10400, ,N
3247, ,원묵초교,1,0,260,20-3도,270,270,1,2, , , ,2,109,82-0000004923,, ,4923,10400, ,N
3248, ,중랑구립도서관(연등)1,1,3249,260,29 잡,270,270,1,2, , , ,2,109,82-0000004397,,5451944,4397,10400, ,N
3249, ,중랑구립도서관,2,0,260,8 대,270,270,1,2, , , ,2,109,82-0000002662,,5451822,2662,10400, ,N
3250, ,중랑구립도서관(연등)2,1,3249,260,10-11 대,270,270,1,2, , , ,2,109,82-0000003372,,5451714,3372,10400, ,N
7475, ,마포대교북단램프4,1,0,440,36-1유,210,210,1,2, , , , ,108,82-0000007145,,3203361,7145,10700, , 
3252, ,원묵중학교(경보),3,0,260,90대,270,270,1,2, , , ,2,109,82-0000000797,,5451372,797,10400, ,N
3253, ,신내우체국,3,0,260,20-5도,270,270,1,2, , , ,2,109,82-0000000798,, ,798,10400, ,N
3254, ,금성초교(연등)1,1,3255,260,639 도,270,270,1,2, , , ,2,109,82-0000002850,,5461313,2850,10400, ,N
3255, ,금성초교,3,0,260,20대,270,270,1,2, , , ,2,109,82-0000005042,,5461302,5042,10600, ,N
3256, ,신내진로아파트(연등)1,1,3257,260,647-1도,270,270,1,2, , , ,2,109,82-0000003256,, ,3256,10600, ,N
3257, ,신내진로아파트,3,0,260,654-1도,270,270,1,2, , , ,2,109,82-0000001144,, ,1144,10600, ,N
3258, ,봉화지구대(연등)1,1,3243,260,645-1도,270,270,1,2, , , ,2,109,82-0000003257,, ,3257,10600, ,N
3259, ,봉화초교삼거리(연등),1,3260,260,654-1도,270,270,1,2, , , ,2,109,82-0000002852,, ,2852,10600, ,N
3260, ,봉화초교삼거리,2,0,260,655-2공,270,270,1,2, , , ,2,109,82-0000000076,, ,76,10600, ,N
3261, ,미림유치원,3,0,260,656-2도,270,270,1,2, , , ,2,109,82-0000002969,,5441642,2969,10400, ,N
3262, ,미림유치원(연등),1,3261,260,747대,270,270,1,2, , , ,2,109,82-0000000077,,5441565,77,10400, ,N
3263, ,면목펌프장,2,0,260,1509-5천,270,270,1,2, , , ,1,109,82-0000002582,, ,2582,10100, ,N
3264, ,면목펌프장(연등),2,3263,260,1509-5천,270,270,1,2, , , ,1,109,82-0000004251,, ,4251,10100, ,N
3265, ,남북교회(연등),1,3266,260,1508-9천,270,270,1,2, , , ,1,109,82-0000001507,,5353492,1507,10100, ,N
3266, ,남북교회,2,0,260,1508-9천,270,270,1,2, , , ,1,109,82-0000003620,, ,3620,10100, ,N
3267, ,청호맨션,1,0,260,1504-10천,270,270,1,2, , , ,1,109,82-0000005657,, ,5657,10100, ,N
3269, ,이마트상봉점,3,0,260,160-27도,270,270,1,2, , , ,1,109,82-0000004919,,5377012,4919,10500, ,N
3270, ,이마트상봉점(연등)2,1,3269,260,74대,270,270,1,2, , , ,1,109,82-0000003083,,5376082,3083,10200, ,N
3271, ,혜원여중고후문,1,0,260,515-44대,270,270,1,2, , , ,1,109,82-0000002583,,5375192,2583,10500, ,N
3272, ,동원사거리(연등)2,1,3201,260,534-18도,270,270,1,2, , , ,1,109,82-0000003621,,5375152,3621,10500, ,N
3273, ,면목본동파출소,1,0,260,526-33대,270,270,1,2, , , ,1,109,82-0000004913,,5375205,4913,10100, ,N
3274, ,정생약국,3,0,260,51-2도,270,270,1,2, , , ,2,109,82-0000001639,, ,1639,10300, ,N
3275, ,정생약국(연등),1,3274,260,51-3도,270,270,1,2, , , ,2,109,82-0000003744,, ,3744,10300, ,N
3276, ,가윤예식장,3,0,710,143-5대,360,360,1,2, , , ,2,106,82-0000004526,,6123792,4526,10700, ,N
3277, ,중랑초등학교(연등),1,3180,260,136-50대,270,270,1,2, , , ,2,109,82-0000001049,,5335552,1049,10100, ,N
3278, ,럭키면목쇼핑센터(연등),1,3279,260,191-129대,270,270,1,2, , , ,2,109,82-0000002146,,5335605,2146,10100, ,N
3279, ,럭키면목쇼핑센터,1,0,260,191-56대,270,270,1,2, , , ,2,109,82-0000005714,,5334784,5714,10100, ,N
3280, ,동서학원(연등),1,3281,260,263-7도,270,270,1,2, , , ,2,109,82-0000000146,,5367182,146,10200, ,N
3281, ,동서학원,1,0,260,247-4도,270,270,1,2, , , ,2,109,82-0000002147,, ,2147,10200, ,N
3282, ,신내대성아파트,1,0,260,462-4대,270,270,1,2, , , ,2,109,82-0000004521,,5378722,4521,10600, ,N
3283, ,신내초교,1,0,260,394-3 도,270,270,1,2, , , ,2,109,82-0000002148,,5378982,2148,10600, ,N
3284, ,동원중교,1,0,260,241-28 도,270,270,1,2, , , ,2,109,82-0000005223,,5398652,5223,10500, ,N
3285, ,신내변전소3R(경보),2,0,260,656대,270,270,1,2, , , ,2,109,82-0000003218,,5470302,3218,10600, ,N
3286, ,금란교회,1,0,260,220학,270,270,1,2, , , ,1,109,82-0000004926,,5387982,4926,10500, ,N
3287, ,묵2동주민센터(연등)1,3,3289,260,197-5도,270,270,1,2, , , ,2,109,82-0000004701,,5349182,4701,10400, ,N
3288, ,두리마트,1,0,260,197-4도,270,270,1,2, , , ,2,109,82-0000005689,,5430972,5689,10400, ,N
3289, ,묵2동주민센터(연등)2,3,3287,260,196-3도,270,270,1,2, , , ,2,109,82-0000001050,,5440032,1050,10400, ,N
3290, ,중랑경찰서(경보),1,0,260,199-10구,270,270,1,2, , , ,2,109,82-0000002419,, ,2419,10400, ,N
3292, ,태릉시장사거리,3,0,260,70-2구,270,270,1,2, , , ,2,109,82-0000001208,,5347452,1208,10300, ,N
3293, ,중화2동굴다리(경보),1,0,260,71-1구,270,270,1,2, , , ,2,109,82-0000002149,, ,2149,10300, ,N
3294, ,유니온모텔(경보),1,0,260,189-1도,270,270,1,2, , , ,2,109,82-0000002326,, ,2326,10400, ,N
3295, ,한국아파트(경보),1,0,260,687-4도,270,270,1,2, , , ,2,109,82-0000004134,,5431502,4134,10400, ,N
3296, ,OK기사식당,2,0,260,385 대,270,270,1,2, , , ,2,109,82-0000004432,,5339542,4432,10400, ,N
3297, ,제일시장입구(경보),1,0,260,50-12도,270,270,1,2, , , ,2,109,82-0000002640,, ,2640,10300, ,N
7479, ,양화대교북단램프1,2,0,440,386-37대,210,210,1,2, , , , ,108,82-0000007149,,2246721,7149,12200, , 
3299, ,천일카센타(경보),1,0,260,50-17도,270,270,1,2, , , ,2,109,82-0000004991,, ,4991,10300, ,N
3300, ,이화교밑,3,0,260,50-16도,270,270,1,2, , , ,1,109,82-0000001051,, ,1051,10300, ,N
3301, ,롯데햄(경보),1,0,260,51-1도,270,270,1,2, , , ,2,109,82-0000000147,, ,147,10300, ,N
3302, ,원우카센타(경보),1,0,260,51-1도,270,270,1,2, , , ,2,109,82-0000003219,, ,3219,10300, ,N
3303, ,상봉지구대,1,0,260,214도,270,270,1,2, , , ,2,109,82-0000004135,,5335582,4135,10100, ,N
3304, ,보현정사(경보),1,0,260,481-1도,270,270,1,2, , , ,2,109,82-0000001150,, ,1150,10200, ,N
3305, ,은혜치과,1,0,260,1157-1대,270,270,1,2, , , ,1,109,82-0000002420,,5364214,2420,10100, ,N
3306, ,면목우체국(연등),1,0,260,409-44대,270,270,1,2, , , ,1,109,82-0000004022,,5363362,4022,10100, ,N
3307, ,무궁화약국,1,0,260,497-7대,270,270,1,2, , , ,1,109,82-0000003220,,5363012,3220,10100, ,N
3308, ,학림빌딩(경보),1,0,260,693도,270,270,1,2, , , ,1,109,82-0000000779,, ,779,10100, ,N
7481, ,양화대교북단램프2,1,0,440,385-59대,210,210,1,2, , , , ,108,82-0000007151,,2246821,7151,12200, , 
3310, ,면목동신교회,1,0,260,568-1대,270,270,1,2, , , ,1,109,82-0000002642,,5353742,2642,10100, ,N
3311, ,수경빌딩,1,0,260,570공,270,270,1,2, , , ,1,109,82-0000005056,,5353942,5056,10100, ,N
3312, ,면목두산아파트402동(경보),1,0,260,1500대,270,270,1,2, , , ,2,109,82-0000000780,,5353312,780,10100, ,N
3313, ,면목두산아파트601동(경보),1,0,260,1509-5천,270,270,1,2, , , ,1,109,82-0000001052,, ,1052,10100, ,N
6624, ,영마트앞,1,4298,470,848도,350,350,1,2, , , ,2,104,82-0000006294,,1119876,6294,10300, ,N
6625, ,오륜주유소,1,0,710, ,360,360,1,2, , , , , ,82-0000006295,,6157563,6295,11100, ,N
6627, ,개봉현대아파트(연등),2,1574,530,208-4답,330,330,1,2, , , ,1,104,82-0000006297,,1153283,6297,10700, ,N
6628, ,동일하이빌아파트서측(연등),2,5389,470, ,350,350,1,2, , , ,1,104,82-0000006298,,1118601,6298,10100, ,N
6629, ,삼성래미안103동,2,0,590, ,220,220,1,2, , , ,1,105,82-0000006299,,3128071,6299,10400, ,N
6630, ,삼성래미안101동,2,0,590, ,220,220,1,2, , , ,1,105,82-0000006300,,3128161,6300,10400, ,N
6631, ,삼성동자치회관(연등)2,2,1301,620, ,290,290,1,2, , , ,1,105,82-0000006301,,2087531,6301,10200, ,N
6632, ,신정롯데캐슬앞(경보),3,0,470, ,350,350,1,2, , , ,2,104,82-0000006302,,1139581,6302,10300, ,N
6634, ,백범광장,1,0,140, ,130,130,1,2, , , ,1,108,82-0000006304,,3267945,6304,11800, ,N
6635, ,당산119안전센터(연등),2,2568,560, ,170,170,1,2, , , ,1,104,82-0000006305,,2233023,6305,11500, ,N
6636, ,영등포리더스뷰(연등),1,0,560, ,170,170,1,2, , , ,1,104,82-0000006306,,2129841,6306,12100, ,N
6637, ,오류동교회(연등),3,1556,530,341 대,330,330,1,2, , , ,1,104,82-0000006307,,1124453,6307,10800, ,N
6639, ,오류남초교앞(연등),1,5686,530, ,330,330,1,2, , , ,1,104,82-0000006309,,1113821,6309,10800, ,N
6640, ,오류역남측(연등),1,5685,530,33도,330,330,1,2, , , ,1,104,82-0000006310,,1134012,6310,10800, ,N
6641, ,연꽃어린이집(연등),1,0,530,169-2대,330,330,1,2, , , ,1,104,82-0000006311,,2112354,6311,10200, ,N
6642, ,신도림이편한세상806동,1,0,530, ,330,330,1,2, , , ,2,104,82-0000006312,,2107131,6312,10100, ,N
6643, ,천왕초등학교(연등),1,6337,530,산36-8 임,330,330,1,2, , , ,2,104,82-0000006313,,1111855,6313,11100, ,N
6644, ,천왕이펜하우스6단지,3,0,530, ,330,330,1,2, , , ,1,104,82-0000006314,,1120691,6314,11100, ,N
6645, ,구로변전소(연등),3,1581,530, ,330,330,1,2, , , ,2,104,82-0000006315,,2104081,6315,10200, ,N
6647, ,국민은행도봉,1,0,320,639 철,400,400,1,2, , , ,1,107,82-0000006317,,4583495,6317,10800, ,N
6648, ,홍은중학교후문(경보),1,0,410,산11-1임,140,140,1,2, , , ,2,108,82-0000006318,,2395183,6318,11800, ,N
6650, ,미동초등학교(경보),1,0,410,6-3도,140,140,1,2, , , ,2,108,82-0000006320,,3249632,6320,10100, ,N
6651, ,동부센트레빌204동(경보),1,0,410,377대,140,140,1,2, , , ,2,108,82-0000006321,,2352835,6321,12000, ,N
6653, ,독립문어린이집앞(경보),1,0,410, ,140,140,1,2, , , ,2,108,82-0000006323,,3331513,6323,10800, ,N
6654, ,세종유치원(경보),1,0,410,296-23대,140,140,1,2, , , ,2,108,82-0000006324,,2352263,6324,11900, ,N
6655, ,임광아파트(경보),1,0,410,126-23대,140,140,1,2, , , ,2,108,82-0000006325,,2279894,6325,11700, ,N
6656, ,금화터널(연대방면)(경보),1,0,410,101 공,140,140,1,2, , , ,1,108,82-0000006326,,3321626,6326,10900, ,N
6657, ,금화터널(사직동방면)(경보),1,0,410,산2-7임,140,140,1,2, , , ,1,108,82-0000006327,,3310574,6327,11300, ,N
6658, ,경기대입구(경보),1,0,410, ,140,140,1,2, , , ,1,108,82-0000006328,,3249574,6328,10400, ,N
5798, ,현대빌라(경보)(광진),1,0,210, ,230,230,1,2, , , ,2,109,82-0000000215,, ,215,10300, ,N
5800, ,하산부인과 앞(경보),1,0,210, ,230,230,1,2, , , ,1,109,82-0000000609,, ,609,10100, ,N
5801, ,중랑권역공영차고지입구(연등)(경보),1,5815,260, ,270,270,1,2, , , ,2,109,82-0000000610,, ,610,10600, ,N
5802, ,신내차량사업소 옆(경보),1,0,260, ,270,270,1,2, , , ,2,109,82-0000000611,, ,611,10500, ,N
7532, ,래미안강동팰리스(연등),1,0,740,173-35대,310,310,1,2, , , , ,106,82-0000007202,,6243091,7202,10900, , 
5804, ,용두교옆(경보),1,0,230, ,200,200,1,2, , , ,2,109,82-0000003427,, ,3427,10200, ,N
5805, ,동대문중(경보),1,0,230,325-49대,200,200,1,2, , , ,1,109,82-0000003428,,5301062,3428,10500, ,N
5806, ,휘봉초교,1,0,230,1338-12천,200,200,1,2, , , ,2,109,82-0000003182,,5324992,3182,10900, ,N
5807, ,장안아파트1단지앞(경보),1,0,230, ,200,200,1,2, , , ,2,109,82-0000003495,, ,3495,10600, ,N
5808, ,광진중(경보),1,0,210, ,230,230,1,2, , , ,2,109,82-0000003496,, ,3496,10500, ,N
5809, ,뚝방2길(경보),1,0,210, ,230,230,1,2, , , ,2,109,82-0000003497,, ,3497,10600, ,N
5810, ,신양중1(경보),1,0,210, ,230,230,1,2, , , ,2,109,82-0000003498,, ,3498,10600, ,N
5811, ,신양중2(경보),1,0,210, ,230,230,1,2, , , ,2,109,82-0000003499,, ,3499,10600, ,N
5812, ,청담대교끝(경보),1,0,210, ,230,230,1,2, , , ,1,109,82-0000003500,, ,3500,10500, ,N
5813, ,효지어린이집(경보),1,0,210, ,230,230,1,2, , , ,2,109,82-0000003610,, ,3610,10500, ,N
5814, ,신묵초교(연등)2,1,3159,260,391 대,270,270,1,2, , , ,2,109,82-0000003611,,5348283,3611,10400, ,N
7534, ,대륭드림타운(연등),3,0,500,184-10도,300,300,1,2, , , , ,104,82-0000007204,,1320333,7204,10400, , 
5816, ,신내역,1,0,260,65-13 도,270,270,1,2, , , ,2,109,82-0000003613,,5480945,3613,10500, ,N
5817, ,광진문화예술회관(경보),1,0,210, ,230,230,1,2, , , ,2,109,82-0000003614,, ,3614,10500, ,N
5818, ,동자초교앞(경보),1,0,210, ,230,230,1,2, , , ,2,109,82-0000003615,, ,3615,10500, ,N
5819, ,묵현초교,1,0,260, ,270,270,1,2, , , ,2,109,82-0000003616,, ,3616,10400, ,N
5820, ,보라유치원(경보)(연등),1,0,500, ,300,300,1,2, , , ,2,104,82-0000003671,, ,3671,10200, ,N
5821, ,신흥상가옆(경보),1,0,260, ,270,270,1,2, , , ,2,109,82-0000003672,, ,3672,10500, ,N
5822, ,몽마제과점(경보),1,0,210, ,230,230,1,2, , , ,2,109,82-0000003673,, ,3673,10300, ,N
5824, ,금실경로당(경보),1,0,470, ,350,350,1,2, , , ,2,104,82-0000003726,, ,3726,10300, ,N
5825, ,신세계유치원(경보)1,1,0,500, ,300,300,1,2, , , ,2,104,82-0000003727,, ,3727,10400, ,N
5826, ,은일로즈힐아파트,1,0,470,995-18대,350,350,1,2, , , ,2,104,82-0000003728,,1119813,3728,10300, ,N
5827, ,양천소방서(연등)2,1,0,470, ,350,350,1,2, , , ,1,104,82-0000003729,, ,3729,10200, ,N
5828, ,꿈에그린A101동(경보),1,0,500, ,300,300,1,2, , , ,2,104,82-0000003730,, ,3730,10300, ,N
7593, ,청계6가(연등),3,0,140, ,110,110,1,2, , , , ,108,82-0000007263,,4320394,7263,14800, , 
5830, ,염창동 현대 1차,1,0,500, ,300,300,1,2, , , ,1,104,82-0000005533,, ,5533,10100, ,N
