사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6303383,2017050,1135010500,11350004,서울특별시 노원구4,서울특별시 노원구 상계동(상계교(동단) 부근),5,5,0,4,1,0,127.0535048,37.66166885,"{""type"":""Polygon"",""coordinates"":[[[127.05577228513697,37.66167741211104],[127.05576459343688,37.66152026963718],[127.05573970231808,37.661364258453261],[127.05569780208657,37.661210566323817],[127.05563921241324,37.661060360763038],[127.05556437780572,37.660914787215582],[127.05547386883551,37.660774952838182],[127.05536837536459,37.660641921067146],[127.05524869751075,37.660516705276379],[127.05511574911677,37.660400257074492],[127.05497054075389,37.660293464439668],[127.05481417639545,37.660197139089966],[127.05464784776463,37.660112013759701],[127.05447282076263,37.660038736741754],[127.05429042643303,37.659977866446951],[127.05410205307081,37.659929864164837],[127.05390913373799,37.659895096721826],[127.05371313724559,37.659873828335982],[127.05351555454716,37.65986622146756],[127.05331789083344,37.659872332283022],[127.05312164849823,37.659892115998595],[127.05292832150607,37.659925421450929],[127.05273938176458,37.659971995551729],[127.05255626666228,37.660031482338489],[127.05238036882005,37.660103431046863],[127.05221302930769,37.660187293379657],[127.05205551832957,37.660282430643029],[127.05190903746144,37.660388119161468],[127.05177470034548,37.660503555611008],[127.05165352813951,37.660627859704306],[127.05154644603968,37.660760086794426],[127.05145426626228,37.660899229611402],[127.05137769137301,37.661044229990651],[127.05131730517661,37.661193985146404],[127.05127356587896,37.661347353052491],[127.05124680711977,37.661503168669356],[127.05123723228941,37.661660245724462],[127.0512449155934,37.661817387531833],[127.05126979743744,37.661973399593059],[127.05131168893109,37.662127094121203],[127.05137027068498,37.662277300852629],[127.05144509841608,37.66242287698374],[127.05153560176184,37.662562715279243],[127.05164109104176,37.662695750408488],[127.0517607662601,37.662820969796975],[127.05189371365941,37.662937420825351],[127.05203892268273,37.663044218106165],[127.05219528935268,37.663140547103609],[127.0523616207367,37.663225675869555],[127.05253665422212,37.663298955118186],[127.05271905518552,37.663359829034704],[127.05290743628555,37.663407832645916],[127.05310036420906,37.663442601761609],[127.0532963698894,37.663463871211583],[127.05349396095468,37.663471479400236],[127.05369163534279,37.663465367457214],[127.05388788695279,37.663445582864348],[127.05408122267741,37.663412275914617],[127.05427017033837,37.663365700643162],[127.05445329232245,37.663306210371445],[127.05462919464459,37.66323425954333],[127.05479653948166,37.66315039385659],[127.05495405309537,37.663055252995541],[127.05510053496891,37.662949559847974],[127.0552348714136,37.662834120555075],[127.0553560413081,37.662709812814008],[127.05546311952098,37.66257758228393],[127.05555529395953,37.66243843543792],[127.05563186220958,37.662293432338245],[127.05569224066815,37.662143675853422],[127.05573597138054,37.661990305373337],[127.05576272095178,37.66183448869235],[127.05577228513697,37.66167741211104]]]}"
6303387,2017050,1135010600,11350005,서울특별시 노원구5,서울특별시 노원구 중계동(노해근린공원 부근),5,5,0,1,4,0,127.0700126,37.64953163,"{""type"":""Polygon"",""coordinates"":[[[127.07227973837473,37.649539866669485],[127.07227201287141,37.649382725643463],[127.07224709098314,37.649226717434047],[127.07220516325,37.649073029783025],[127.07214654840246,37.64892283286332],[127.07207169454796,37.648777269369248],[127.07198116901196,37.648637446368554],[127.07187566177183,37.64850442900665],[127.07175597644792,37.648379229659099],[127.07162302354182,37.648262800697971],[127.07147781367512,37.648156027258139],[127.07132145420903,37.648059723621166],[127.07115513343702,37.647974622343582],[127.07098011834447,37.647901369743593],[127.07079773875103,37.647840524042167],[127.07060938508205,37.647792549047068],[127.07041649026563,37.647757808680055],[127.07022052066233,37.647736567846138],[127.07002296816013,37.647728987898859],[127.06982533770379,37.647735127496674],[127.06962913145031,37.647754938940004],[127.06943584308432,37.647788271755722],[127.06924694422466,37.647834871745886],[127.06906387193308,37.647894385448197],[127.06888801852082,37.647966359196417],[127.06872072358554,37.648050244498378],[127.06856326037453,37.648145404294056],[127.06841682670765,37.648251114723656],[127.06828253588394,37.648366569599517],[127.06816141208522,37.648490891203657],[127.06805437561867,37.648623133837589],[127.06796224287405,37.648762291031296],[127.06788571267739,37.648907302702412],[127.0678253696269,37.649057065983179],[127.06778167158416,37.64921044148285],[127.06775495189092,37.649366261406875],[127.06774541364011,37.649523339449914],[127.06775313074276,37.649680481615405],[127.06777804336335,37.649836490705169],[127.067819962377,37.649990178954845],[127.06787856816916,37.650140378845748],[127.06795341628927,37.65028594492896],[127.06804393508618,37.650425770041693],[127.06814943814341,37.650558790761956],[127.06826912083409,37.650683994607874],[127.06840207388049,37.65080042729965],[127.06854728329044,37.650907203576807],[127.06870364507262,37.651003510859034],[127.06886996972972,37.651088616474937],[127.06904499130199,37.651161872203417],[127.0692273764015,37.651222720617419],[127.06941573780188,37.651270697839067],[127.0696086423401,37.651305439878961],[127.06980462112747,37.651326681773121],[127.07000218200224,37.651334261234439],[127.07019982311603,37.651328122308108],[127.0703960386372,37.651308309984429],[127.07058933459427,37.65127497566462],[127.07077824137055,37.651228373600446],[127.07096132166372,37.651168857317259],[127.07113717955305,37.651096880547364],[127.07130447867642,37.651012990985791],[127.07146194451546,37.650917827593055],[127.07160838030404,37.650812114342372],[127.07174266932257,37.650696655719628],[127.07186379081034,37.650572329568917],[127.07197082338666,37.650440083497926],[127.07206295191349,37.650300924085357],[127.07213947433692,37.650155909693403],[127.07219981079479,37.650006143288884],[127.07224350024413,37.649852767021777],[127.07227021075325,37.649696946037515],[127.07227973837473,37.649539866669485]]]}"
6303384,2017050,1135010300,11350006,서울특별시 노원구6,서울특별시 노원구 공릉동(태릉입구역 부근),4,4,1,0,1,2,127.0757152,37.61762353,"{""type"":""Polygon"",""coordinates"":[[[127.07798136026122,37.617631658719432],[127.07797362541191,37.617474516263059],[127.0779487016074,37.617318508406832],[127.0779067794019,37.617164822889812],[127.07784817863217,37.617014627175642],[127.07777334389165,37.616869066634386],[127.07768284575181,37.616729248323558],[127.07757737285814,37.616596235553033],[127.07745772856931,37.616471040663455],[127.07732482306442,37.616354617788815],[127.07717966773778,37.616247852021814],[127.07702336615438,37.616151555777648],[127.07685710955835,37.616066461568842],[127.07668216330291,37.615993217451525],[127.07649985782298,37.615932380685024],[127.07631157958839,37.615884414996842],[127.07611876434393,37.615849684250129],[127.07592287671244,37.615828453272734],[127.0757254079527,37.615820884244521],[127.07552786238718,37.615827033043665],[127.07533174151227,37.615846854597748],[127.07513853836795,37.615880197455368],[127.07494972392425,37.615926807342134],[127.07476673460098,37.615986330720396],[127.07459096207839,37.616058313850331],[127.07442374533284,37.616142209069586],[127.07426635702699,37.616237377446815],[127.07411999441094,37.616343095056905],[127.07398577023316,37.616458557453349],[127.07386470816743,37.616582886860762],[127.07375772919509,37.616715135729635],[127.07366564587689,37.616854297530082],[127.07358916004398,37.616999313952768],[127.07352885482291,37.617149082089554],[127.0734851878033,37.617302459815669],[127.07345849207493,37.617458282016649],[127.07344897054827,37.617615362369818],[127.0734566970219,37.61777250416381],[127.07348161157383,37.617928512900512],[127.07352352506416,37.618082200818158],[127.07358211793604,37.618232397703565],[127.07365694582084,37.618377960827708],[127.07374743835541,37.618517783054564],[127.07385290594154,37.618650799175974],[127.07397254761362,37.618775996757442],[127.07410545326198,37.618892423358474],[127.07425060925608,37.618999193765156],[127.0744069120209,37.619095493646036],[127.0745731725081,37.619180590386058],[127.07474812523607,37.619253837627539],[127.07493043734667,37.619314677106793],[127.07511872216863,37.619362645013943],[127.07531154712176,37.619397377430502],[127.07550744392343,37.619418609465782],[127.07570492103112,37.619426179809111],[127.07590247724876,37.619420029877851],[127.07609860737622,37.619400207443306],[127.07629181809752,37.619366863082313],[127.07648064157731,37.619320251127043],[127.07666363775627,37.61926072516593],[127.0768394147459,37.61918873901719],[127.07700663566078,37.619104841344345],[127.07716402772161,37.619009669377952],[127.0773103913324,37.618903947144183],[127.07744461370447,37.618788481005332],[127.07756567345056,37.618664148858478],[127.07767264967001,37.618531896561109],[127.07776472765386,37.618392730739274],[127.07784120685609,37.618247711603814],[127.0779015043516,37.618097942145312],[127.07794516280076,37.617944561852099],[127.07797184935893,37.617788738593212],[127.07798136026122,37.617631658719432]]]}"
6303049,2017050,1135010500,11350007,서울특별시 노원구7,서울특별시 노원구 상계동(한신철물 부근),4,4,1,0,1,2,127.070999,37.66484976,"{""type"":""Polygon"",""coordinates"":[[[127.073266639799,37.664857990117596],[127.0732589098056,37.664700849537674],[127.07323398217287,37.664544841902014],[127.07319204409207,37.664391154935771],[127.07313341550616,37.664240958810744],[127.07305854463286,37.664095395313801],[127.07296799891117,37.663955574209879],[127.07286246848781,37.663822557932761],[127.07274275715459,37.663697359751097],[127.07260977561609,37.663580931126731],[127.07246453469611,37.663474159889013],[127.07230814200813,37.663377857605695],[127.07214178609809,37.663292756822919],[127.07196673420867,37.663219505650886],[127.07178431643918,37.663158662299743],[127.07159592352133,37.663110687862194],[127.07140298753252,37.663075948948723],[127.07120697740524,37.663054710461495],[127.07100938534619,37.663047131940424],[127.07081171433732,37.663053272926192],[127.07061546798276,37.663073084811472],[127.07042214026208,37.663106418915568],[127.07023320309359,37.663153021030745],[127.07005009271228,37.663212534977276],[127.06987420509618,37.663284509796632],[127.06970687671075,37.663368396976082],[127.069549382202,37.663463557649685],[127.06940291849405,37.663569267946897],[127.06926860249155,37.663684724390528],[127.06914745519116,37.663809046541218],[127.06904039820728,37.663941289601816],[127.06894824695755,37.66408044619358],[127.06887170378563,37.66422545894828],[127.06881134887796,37.664375222276249],[127.06876764357371,37.664528597700155],[127.06874092127009,37.66468441742601],[127.06873138282093,37.664841495141729],[127.06873910327812,37.664998635956017],[127.06876402163623,37.665154644472707],[127.06880595098586,37.665308332939993],[127.06886457164939,37.665458531140402],[127.06893943564975,37.665604097223948],[127.06902997575686,37.665743921347222],[127.0691355019945,37.665876940984631],[127.0692552106981,37.666002142765421],[127.06938819124289,37.666118575118389],[127.06953343283544,37.66622535010093],[127.06968982784167,37.666321656031478],[127.06985618764527,37.666406760253075],[127.07003124488516,37.666480014551027],[127.0702136692997,37.666540860620245],[127.07040206995502,37.666588837285381],[127.07059501453874,37.666623577868307],[127.07079103385719,37.66664481741612],[127.07098863542441,37.666652396356675],[127.0711863159695,37.666646255136563],[127.07138257159866,37.666626442370209],[127.07157590805051,37.666593106765085],[127.07176485314135,37.666546502574555],[127.07194797039563,37.666486986041363],[127.0721238636263,37.666415008202691],[127.07229119619745,37.666331117662956],[127.07244869333583,37.666235953390228],[127.07259515803746,37.666130239364385],[127.07272947336743,37.666014779175953],[127.07285061834955,37.665890453378047],[127.07295767143989,37.665758206878607],[127.0730498173391,37.665619047160902],[127.073126353866,37.66547403168817],[127.07318670103619,37.665324266132593],[127.07323039774555,37.665170889039217],[127.07325711085797,37.665015068252821],[127.073266639799,37.664857990117596]]]}"
6320319,2017050,1135010500,11350008,서울특별시 노원구8,서울특별시 노원구 상계동(상계7~9단지_일반국도3호선_진출 부근),4,4,0,1,3,0,127.0588894,37.66029373,"{""type"":""Polygon"",""coordinates"":[[[127.06115688522732,37.660302192704243],[127.06114918228631,37.660145050474419],[127.06112428031805,37.659989040322429],[127.06108236971647,37.659835349103652],[127.0610237702153,37.659685147022323],[127.06094892641298,37.659539576799624],[127.06085840894561,37.659399746468218],[127.06075290773978,37.659266719433624],[127.06063322297751,37.659141508132471],[127.06050026853811,37.659025066836143],[127.06035505505488,37.658918280773264],[127.06019868654001,37.658821961611928],[127.06003235473231,37.658736844736353],[127.05985732557319,37.65866357567802],[127.0596749301226,37.658602712787172],[127.05948655666799,37.658554719994164],[127.05929363828818,37.658519961356085],[127.05909764378151,37.658498701925296],[127.05890006408652,37.658491104093955],[127.05870240437091,37.658497223959685],[127.05850616699824,37.658517016669926],[127.05831284589522,37.658550330992874],[127.05812391293,37.658596912871339],[127.05794080542353,37.658656408980825],[127.05776491595502,37.658728365788917],[127.05759758553044,37.658812234936711],[127.05744008426906,37.65890738037573],[127.05729361368869,37.659013075671048],[127.05715928735331,37.659128517447165],[127.05703812632262,37.659252828073299],[127.05693105572377,37.659385060155614],[127.05683888768019,37.659524207287582],[127.05676232466833,37.659669211271719],[127.05670195040793,37.659818968393431],[127.05665822299785,37.659972339308723],[127.05663147600355,37.660128156258075],[127.05662191272044,37.660285233860058],[127.05662960726606,37.660442375424509],[127.05665449996069,37.660598386454879],[127.0566964018312,37.660752079172042],[127.05675499340926,37.660902283326195],[127.05682983033702,37.661047856133237],[127.05692034218201,37.661187690383251],[127.05702583920431,37.6613207198751],[127.05714552133315,37.661445934774115],[127.05727847477459,37.661562379798163],[127.05742368892565,37.661669169605439],[127.05758005975383,37.661765492414062],[127.0577463943163,37.661850612724706],[127.05792142995477,37.661923884914195],[127.05810383204553,37.661984750524468],[127.05829221323319,37.66203274554686],[127.05848514020401,37.662067505856491],[127.05868114389851,37.66208876635023],[127.05887873196004,37.662096365500666],[127.05907640234915,37.662090244506189],[127.05927264899547,37.662070450917561],[127.05946597882955,37.662037135096249],[127.05965491971793,37.66199055114491],[127.05983803409892,37.661931052451116],[127.06001392805072,37.661859092621484],[127.06018126379792,37.66177522011936],[127.06033876769273,37.6616800710825],[127.06048523927106,37.661574372059455],[127.06061956493863,37.661458926538963],[127.060740723656,37.661334612265513],[127.060847790361,37.661202377645182],[127.06093995306433,37.661063226485012],[127.06101650943599,37.660918219781422],[127.06107687596332,37.660768460430361],[127.06112059478241,37.660615087843496],[127.06114733258883,37.660459269831208],[127.06115688522732,37.660302192704243]]]}"
6302909,2017050,1135010200,11350009,서울특별시 노원구9,서울특별시 노원구 월계동(성북역 부근),4,4,0,0,1,3,127.0601166,37.62407823,"{""type"":""Polygon"",""coordinates"":[[[127.06238294857141,37.624086656775177],[127.06237524489137,37.623929514565511],[127.06235035282563,37.623773503778885],[127.06230845929589,37.6236198121642],[127.06224988390548,37.623469609928804],[127.06217507446615,37.623324038906283],[127.06208459795037,37.62318420891868],[127.06197914397778,37.62305118246752],[127.06185951575776,37.622925972899054],[127.0617266233628,37.622809531761789],[127.06158147693873,37.622702746980266],[127.06142518337879,37.622606430225559],[127.06125893047557,37.622521314153886],[127.06108398468726,37.622448046991927],[127.06090167530675,37.622387187071389],[127.06071339224005,37.622339195611325],[127.06052056672935,37.622304439351645],[127.06032466686615,37.62228318332658],[127.06012718401811,37.622275587209579],[127.05992962033646,37.622281710675125],[127.0597334786093,37.622301505249176],[127.05954025201952,37.622334822382754],[127.05935141171572,37.62238140799731],[127.05916839319687,37.622440906038499],[127.05899259174039,37.622512865668988],[127.05882534315737,37.622596738491389],[127.05866792148588,37.622691885749077],[127.05852152309663,37.622797583673389],[127.05838726439576,37.622913028881442],[127.0582661659447,37.623037341019185],[127.05815914898599,37.623169575365637],[127.05806702863237,37.623308724608322],[127.05799050699142,37.623453731435028],[127.05793016408713,37.623603490300944],[127.05788646116586,37.623756862762875],[127.05785973160624,37.62391268104939],[127.05785017631855,37.624069758859171],[127.05785787048126,37.62422690130041],[127.05788275329006,37.624382912964414],[127.0579246381045,37.624536606075672],[127.05798320558617,37.624686810381377],[127.05805800816348,37.624832383984952],[127.05814847907261,37.624972216986023],[127.0582539288642,37.625105246791449],[127.05837355445588,37.62523045995308],[127.058506445855,37.625346904813206],[127.05865159294618,37.625453693334222],[127.05880788881565,37.625550013731363],[127.05897414560079,37.625635133237807],[127.05914909672543,37.625708403522452],[127.05933141273459,37.625769266158748],[127.05951970352075,37.6258172598451],[127.05971253760724,37.625852017773987],[127.05990844664201,37.625873274860425],[127.06010593897861,37.625880871398721],[127.06030351217761,37.625874747701609],[127.06049966316171,37.625854952250165],[127.06069289846677,37.625821633619992],[127.06088174667934,37.625775045935157],[127.06106477206021,37.625715545312886],[127.06124057912331,37.625643582668943],[127.06140783188738,37.625559706492268],[127.06156525618718,37.625464555641443],[127.06171165557225,37.625358853994229],[127.06184591360606,37.625243405046724],[127.06196700974756,37.625119089266526],[127.06207402282433,37.624986851485318],[127.06216613784166,37.624847699119918],[127.06224265285395,37.624702689577482],[127.06230298803878,37.624552928485251],[127.06234668238424,37.624399554354127],[127.06237340277229,37.624243735006267],[127.06238294857141,37.624086656775177]]]}"
6320626,2017050,1138010400,11380001,서울특별시 은평구1,서울특별시 은평구 갈현동(구산사거리 부근),6,6,0,1,4,1,126.9120475,37.61371734,"{""type"":""Polygon"",""coordinates"":[[[126.91431355386172,37.613728606411257],[126.91430616274481,37.613571456748026],[126.91428158252057,37.613415416937073],[126.91423999999452,37.613261674956497],[126.91418173240211,37.613111401398065],[126.9141072218176,37.612965739525443],[126.91401703748045,37.612825797174644],[126.91391186337863,37.612692640384054],[126.91379250173026,37.612567282597119],[126.91365985944219,37.612450677385681],[126.91351494816561,37.612343711241209],[126.91335886959492,37.612247199898093],[126.91319281102803,37.612161876595678],[126.91301803630355,37.612088392034799],[126.91283587682339,37.612027303518751],[126.91264771794511,37.611979076689387],[126.91245499109638,37.611944080081237],[126.91225916363818,37.611922577861208],[126.91206172637023,37.611914734273839],[126.91186417996742,37.611920609968813],[126.91166802934052,37.61194015926911],[126.91147476775701,37.611973232795698],[126.91128586435399,37.612019581010316],[126.91110275624656,37.612078849668706],[126.91092683941069,37.612150586985088],[126.91075945051558,37.612234248948177],[126.91060186467453,37.612329197506234],[126.9104552794996,37.612434711301887],[126.91032081283676,37.612549985659228],[126.91019948681205,37.612674144220094],[126.91009222440385,37.61280624253051],[126.90999984258704,37.612945275215523],[126.90992304547638,37.613090183154299],[126.90986241517491,37.613239864248946],[126.9098184151201,37.613393179749458],[126.90979137981955,37.613548962313494],[126.90978151590187,37.61370602592558],[126.90978889636223,37.613863176683942],[126.90981346732785,37.614019216439573],[126.90985504112041,37.614172959886915],[126.90991330191001,37.61432323549397],[126.90998780445729,37.614468900819347],[126.91007798428576,37.614608845268044],[126.91018315415874,37.614742005397659],[126.91030251312671,37.614867366767676],[126.91043515322417,37.614983976593017],[126.91058006625215,37.615090945582232],[126.91073614707734,37.615187460574276],[126.91090220947346,37.615272787323313],[126.91107698834546,37.615346275919364],[126.91125915555106,37.61540736627687],[126.91144732211229,37.615455595357702],[126.91164005636804,37.615490594558935],[126.91183589297785,37.615512097870798],[126.91203334086396,37.61551994101557],[126.91223089564306,37.61551406601675],[126.91242705553572,37.615494515870473],[126.91262032699279,37.615461439981473],[126.91280923833165,37.615415089723896],[126.91299235219604,37.615355819404023],[126.91316827582084,37.615284078198449],[126.91333566894477,37.615200412896307],[126.91349325746621,37.615105460755188],[126.91363984255153,37.614999944136983],[126.9137743097432,37.614884665143556],[126.91389563351342,37.614760502933741],[126.91400289209237,37.614628401176738],[126.91409526748147,37.614489366247824],[126.91417205914689,37.614344454676313],[126.9142326806324,37.614194771324549],[126.91427667214009,37.614041454126593],[126.91430369828196,37.613885671372032],[126.91431355386172,37.613728606411257]]]}"
6303391,2017050,1138010800,11380002,서울특별시 은평구2,서울특별시 은평구 역촌동(신사오거리 부근),5,7,1,3,3,0,126.9156558,37.59883073,"{""type"":""Polygon"",""coordinates"":[[[126.91792137112228,37.598841927457997],[126.91791397461094,37.598684776678539],[126.91788939132763,37.598528737204461],[126.9178478092339,37.59837499701689],[126.91778954558274,37.59822472399685],[126.91771504239763,37.598079064101064],[126.91762486772838,37.597939125144812],[126.91751970776085,37.597805971356152],[126.91740036347232,37.597680616150008],[126.91726774275664,37.597564014880028],[126.91712285371058,37.597457053990937],[126.91696680126338,37.597360547398111],[126.91680077137437,37.597275229200541],[126.91662602880375,37.597201749164498],[126.91644390243748,37.597140666343407],[126.91625577738139,37.597092446335871],[126.9160630882167,37.59705745494422],[126.9158672986067,37.597035958975944],[126.91566989906296,37.597028122627989],[126.91547239338462,37.597034003814777],[126.9152762827614,37.597053559497667],[126.91508306015629,37.597086640249067],[126.91489419668825,37.597132993789906],[126.91471112914749,37.597192268532467],[126.91453524981102,37.597264012627733],[126.91436789846702,37.597347680233966],[126.91421034880285,37.597442634152117],[126.91406379929556,37.597548152088329],[126.91392936411538,37.5976634311141],[126.91380806853876,37.597787594852498],[126.91370083419372,37.597919697008777],[126.9136084789742,37.598058732184327],[126.91353170338853,37.598203643018188],[126.91347109389883,37.598353327412966],[126.91342711041526,37.598506643879553],[126.91340008843085,37.59866242777094],[126.91339023333988,37.598819493055892],[126.91339762148169,37.598976643139771],[126.91342219550641,37.599132683460084],[126.91346376886661,37.599286426015617],[126.91352202459551,37.599436700176803],[126.91359652088953,37.599582362628873],[126.91368668877536,37.5997223054732],[126.91379184451839,37.599855462599422],[126.91391118613676,37.599980820485584],[126.91404380693682,37.600097425477465],[126.91418869545519,37.600204391000609],[126.91434475015654,37.600300901240217],[126.91451078388023,37.600386221980969],[126.91468553286845,37.600459705160027],[126.9148676658161,37.600520790716232],[126.91505579741751,37.600569012967824],[126.91524849625641,37.600604006060941],[126.91544429501168,37.600625503119758],[126.91564170288675,37.600633340815477],[126.91583921921429,37.600627458532877],[126.9160353390961,37.600607902003738],[126.9162285692949,37.600574819780086],[126.91641744182502,37.600528464202377],[126.91660051625688,37.600469186903531],[126.91677640010413,37.600397439810315],[126.91694375566566,37.600313769767794],[126.91710130800696,37.600218812268317],[126.9172478597025,37.600113289720099],[126.91738229313778,37.599998006950393],[126.91750358645324,37.5998738404665],[126.91761081697064,37.599741734865773],[126.91770316804516,37.59960269565709],[126.91777993704942,37.599457782088116],[126.91784053885398,37.599308096344998],[126.91788451380319,37.599154777281242],[126.91791152664236,37.598998992299315],[126.91792137112228,37.598841927457997]]]}"
6303671,2017050,1138011000,11380003,서울특별시 은평구3,서울특별시 은평구 증산동(증산주유소 부근),5,5,0,2,2,1,126.9071197,37.58133541,"{""type"":""Polygon"",""coordinates"":[[[126.90938469923971,37.58134676242976],[126.90937732191883,37.581189611718436],[126.90935276174878,37.581033570204347],[126.90931120651496,37.580879825884196],[126.9092529721121,37.580729549361955],[126.90917850375132,37.580583883940818],[126.90908836582831,37.580443937461247],[126.90898324536769,37.580310776010037],[126.90886394304594,37.58018541306047],[126.90873136645162,37.580068802229398],[126.90858652334614,37.579961830034222],[126.90843051829444,37.579865312272339],[126.90826453690276,37.579779982226285],[126.90808984355481,37.579706490654004],[126.90790776564397,37.579645394895145],[126.90771969129636,37.579597160663745],[126.90752705129661,37.579562156550651],[126.90733131008834,37.579540646768592],[126.90713395781476,37.579532795619699],[126.90693649789371,37.579538663828117],[126.90674043118841,37.579558205756847],[126.90654725032762,37.579591272082943],[126.9063584260912,37.579637613334199],[126.90617539499218,37.579696875319328],[126.90599954903061,37.579768606286244],[126.90583222772607,37.57985226228903],[126.90567470454455,37.579947205315527],[126.90552817775445,37.580052714056059],[126.90539376136762,37.580167983856199],[126.90527248051677,37.580292138409405],[126.90516525670414,37.580424233286415],[126.90507290774295,37.580563263144171],[126.90499613410863,37.580708168866202],[126.90493552224775,37.580857848394203],[126.90489153206761,37.581011162973027],[126.90486449913317,37.581166945273047],[126.90485462892207,37.581324009275114],[126.90486199786694,37.581481161091538],[126.9048865487928,37.581637202548194],[126.90492809530633,37.581790948332333],[126.90498632065247,37.581941226888489],[126.90506078325119,37.582086895769898],[126.90515091440751,37.582226844331807],[126.90525603064432,37.582360009117664],[126.90537533028814,37.582485375645774],[126.90550790695708,37.58260199109759],[126.90565274954557,37.582708966121878],[126.90580875684633,37.582805487528709],[126.90597474205936,37.582890821017784],[126.90614944181024,37.582964316633593],[126.90633152516916,37.583025414220138],[126.90651960718628,37.583073650701301],[126.906712256844,37.583108657417881],[126.90690800718869,37.583130168291611],[126.90710536779959,37.583138018987192],[126.90730283834736,37.583132151487654],[126.90749891430406,37.583112608715062],[126.90769210275975,37.583079540017998],[126.9078809349204,37.583033196727136],[126.90806397403219,37.582973933095737],[126.90823982450969,37.582902198232439],[126.90840715003804,37.582818538895047],[126.90856467589748,37.582723592290009],[126.90871120486371,37.582618080742726],[126.9088456195168,37.58250280629948],[126.90896689811856,37.582378648101333],[126.90907411810987,37.582246549781253],[126.90916646291885,37.582107517693998],[126.90924322885438,37.581962608330286],[126.90930383417823,37.581812926558221],[126.90934781582574,37.581659610282891],[126.90937483961663,37.58150382779251],[126.90938469923971,37.58134676242976]]]}"
6303670,2017050,1138010800,11380004,서울특별시 은평구4,서울특별시 은평구 역촌동(은평구청입구 부근),4,4,0,2,0,2,126.927393,37.60173092,"{""type"":""Polygon"",""coordinates"":[[[126.92965861150358,37.601741886830169],[126.92965118894587,37.601584737553956],[126.92962658024076,37.601428700391985],[126.92958497354347,37.601274963307667],[126.92952668288336,37.601124696838994],[126.92945215390029,37.600979044212266],[126.92936195484026,37.600839113187341],[126.92925676979698,37.600705970618066],[126.92913740109204,37.600580627142307],[126.92900475566552,37.600464038920286],[126.92885984519184,37.600357092313942],[126.92870377138038,37.600260600212025],[126.9285377214652,37.600175299305917],[126.9283629592467,37.60010183652772],[126.92818081601041,37.600040771711761],[126.92799267699054,37.599992570319792],[126.92779997348472,37.599957597995711],[126.92760417265505,37.599936121418665],[126.9274067651056,37.599928303736682],[126.92720925128567,37.59993420540259],[126.9270131369904,37.599953780547025],[126.92681991181396,37.599986880479086],[126.92663104802766,37.600033252779149],[126.92644798129143,37.600092545711384],[126.9262721072659,37.600164307304823],[126.92610476231599,37.600247990666773],[126.92594722119254,37.600342961180758],[126.92580068119553,37.600448493724159],[126.92566625980569,37.600563786175201],[126.92554497880502,37.600687962038101],[126.92543776085014,37.600820074030167],[126.9253454225568,37.600959119369321],[126.9252686677151,37.601104037936921],[126.92520807810695,37.601253727554457],[126.92516411685985,37.60140704940676],[126.92513711818597,37.601562836103184],[126.92512728843498,37.60171990159666],[126.92513470034253,37.601877051971378],[126.92515929978876,37.602033089982157],[126.92520089889291,37.602186828541079],[126.92525918162509,37.602337097054573],[126.92533370258633,37.60248275223416],[126.92542389714528,37.602622685357431],[126.92552907796048,37.60275583216707],[126.92564844399206,37.602881179225236],[126.92578108724157,37.602997771158712],[126.92592599946474,37.603104721509112],[126.92608207553486,37.603201217257563],[126.92624812928229,37.603286521607444],[126.92642289565717,37.603359987516505],[126.92660504661184,37.603421055071557],[126.92679319331349,37.603469258711364],[126.92698590536391,37.603504232729179],[126.92718171420849,37.603525710388929],[126.92737913237067,37.603533527624684],[126.92757665456128,37.603527626651896],[126.92777277924823,37.603508050664168],[126.92796601315064,37.603474949262996],[126.92815488486488,37.603428574918105],[126.92833795735733,37.60336927942204],[126.9285138381565,37.603297514839902],[126.92868118732764,37.603213828138927],[126.92883873112433,37.603118854042542],[126.92898527103274,37.603013317776686],[126.9291196929388,37.602898021592587],[126.92924097168068,37.602773842083131],[126.9293481858103,37.602641725745961],[126.92944051767468,37.602502678166296],[126.92951726706366,37.602357756870596],[126.92957784899009,37.602208065005208],[126.92962180055976,37.602054741453671],[126.92964879008586,37.60189895366905],[126.92965861150358,37.601741886830169]]]}"
